Primary.Type.Num,Location.Description.Num,Domestic,Latitude,Longitude,Target,Prediction
4,1,0,41.954607083,-87.647107189,0,0
0,1,1,41.75069424,-87.56257655799999,0,0
0,88,0,41.861832371999995,-87.614719294,0,0
0,0,0,41.893676531,-87.635628328,0,0
2,10,0,41.742921941,-87.738444141,0,0
3,3,0,41.776138133,-87.708800688,1,0
0,2,1,41.757798266,-87.554296397,0,0
1,2,1,41.87113142,-87.72780253299999,0,0
1,21,0,41.973263481,-87.65843572200001,0,0
1,8,0,41.875165815,-87.73362099399998,0,0
4,4,0,41.88184935,-87.641606807,0,0
0,70,0,41.994758989,-87.7144777,1,0
9,40,0,41.867145084,-87.64745593100002,0,1
8,0,0,41.794917423,-87.691393448,0,1
1,1,1,41.711259514,-87.551752826,0,0
0,18,0,41.903931469,-87.62929018700001,0,0
0,7,0,41.882774244000004,-87.629427024,0,0
3,6,0,41.844580682,-87.701808336,0,0
7,1,0,41.876463555,-87.737783798,0,0
2,0,0,41.906410053,-87.76456532700001,0,0
4,1,0,41.750535818,-87.61127117299999,0,0
5,1,0,41.95599558,-87.76072025399998,0,0
6,0,0,41.811975499,-87.690342788,1,1
3,7,0,41.851875499,-87.697434784,1,0
1,2,1,41.870968724,-87.684931135,0,0
2,5,0,41.747393001,-87.58543860700001,0,0
0,10,0,41.812975783,-87.70047184299999,0,0
0,0,0,41.752615662,-87.58211264,0,0
3,9,0,41.899557666,-87.72132632700001,0,0
1,0,0,41.85632994,-87.68330973100002,0,0
0,0,0,41.94890148,-87.66330250799999,0,0
0,0,0,41.89822134,-87.67711826,0,0
0,1,0,41.871362551,-87.63058763,0,0
2,1,0,41.934521702,-87.714630376,0,0
2,2,1,41.765311889,-87.56649602,0,0
1,2,1,41.950032857,-87.76689802,0,0
0,0,0,41.898426308000005,-87.647848583,0,0
0,1,0,41.906607263000005,-87.69357098399998,0,0
0,54,0,41.865070159,-87.733708009,0,0
0,21,0,41.978108446,-87.90412275799999,0,0
5,13,0,41.757746671999996,-87.62474756,0,0
4,0,0,41.807528960999996,-87.618689997,0,0
1,1,1,41.855184705999996,-87.620710821,1,0
0,7,0,42.007931399,-87.664622472,0,0
4,8,0,41.802207463,-87.66844928399998,1,0
2,1,0,41.765804251999995,-87.60982804700001,0,0
1,6,0,41.750212035,-87.674768971,0,0
6,3,0,41.872554979,-87.72403665700001,1,1
1,31,1,41.881441785,-87.667837814,0,0
2,1,0,41.882926651999995,-87.77331531899998,0,0
1,0,1,41.74829309,-87.648828783,0,0
4,1,1,41.784489239,-87.763205842,0,0
2,0,0,41.948955294,-87.648241212,0,0
4,0,1,41.892165801,-87.68308240799999,0,0
3,9,0,41.780226662,-87.596195666,0,0
6,0,0,41.693083708,-87.62585681,1,1
6,0,0,41.880332495,-87.75815379,1,1
3,14,0,41.882864085,-87.69950722899998,0,0
0,28,0,41.863601749000004,-87.71046131899998,0,0
0,16,0,41.755633716999995,-87.644173224,0,0
1,22,0,41.90002373,-87.62305924,0,0
0,0,0,41.73917236,-87.644920846,0,0
0,41,0,41.890466598,-87.647610496,0,0
0,10,0,41.904380763,-87.732517462,0,0
0,0,0,41.877781712,-87.657627356,0,0
7,5,0,41.784395569000004,-87.64490295799999,0,1
0,0,0,41.962196343,-87.674539258,0,0
2,0,0,41.913232527,-87.671420468,0,0
1,1,1,41.744280935,-87.651139626,0,0
0,0,0,41.885487535,-87.726422045,0,0
3,31,1,41.889741913,-87.765198001,0,0
7,0,0,41.877616506,-87.680784404,0,1
0,0,0,41.760978557,-87.643082426,0,0
0,0,0,42.018542857,-87.693947998,0,0
2,0,0,41.87704967,-87.728635273,0,0
4,1,0,41.944872304,-87.73155666299999,0,0
0,0,0,41.925117332,-87.735365575,0,0
0,0,0,41.88290916,-87.695257986,0,0
0,8,0,41.754225969000004,-87.60894291700001,0,0
0,0,0,41.903394852,-87.66344422600002,0,0
0,3,0,41.902155016,-87.764823492,0,0
2,0,0,41.933953354,-87.73687440100002,0,0
8,0,0,41.721622827,-87.63137175700001,0,1
0,2,0,41.768893534,-87.56984416799999,0,0
5,2,0,41.82862242,-87.632658693,0,0
2,10,0,41.909801286,-87.63466657200001,0,0
1,6,0,41.73327429,-87.55133578,0,0
4,1,0,41.876982206,-87.73408870600002,0,0
0,3,0,41.890900247,-87.639397357,0,0
0,0,0,41.694310531,-87.631244076,0,0
1,9,1,41.809838069,-87.63404088600002,0,0
0,0,0,41.947275915,-87.684632654,0,0
0,6,0,41.880427065999996,-87.750783005,0,0
0,1,0,42.00379126,-87.766781995,0,0
0,2,0,41.969434529000004,-87.67771534299999,0,0
1,0,1,41.83120459,-87.61266959299999,0,0
0,10,0,41.756958726,-87.67210880200001,0,0
4,1,0,41.744181372,-87.550305684,0,0
0,42,0,41.751184368000004,-87.573535549,0,0
4,2,0,41.769713640999996,-87.66394975700001,0,0
4,0,1,42.02253638,-87.673710627,0,0
1,12,1,41.89003189,-87.652958862,0,0
1,2,1,41.769333144,-87.671219261,0,0
0,12,0,41.774222343000005,-87.59451572200001,0,0
2,2,0,41.869481624,-87.652728902,0,0
1,2,0,42.014418995999996,-87.69258729799999,0,0
4,2,1,41.811096075,-87.69306601299999,0,0
10,0,0,41.80270068,-87.66359552899998,1,1
0,13,0,41.86821682,-87.6304532,1,1
2,31,1,41.824547259,-87.63312138299999,0,0
5,7,0,41.949390691,-87.65827588100002,0,0
4,1,1,41.780836302,-87.77038407100002,0,0
3,1,0,41.861335178000004,-87.625690175,0,0
5,3,0,41.951442058000005,-87.65992322299999,0,0
1,34,0,41.873699424,-87.704705156,1,0
4,1,0,41.814036285,-87.60179112899998,0,0
5,1,0,41.793424441999996,-87.583554214,0,0
8,8,0,41.807787274,-87.684405897,0,1
0,6,0,41.685067053000004,-87.643385526,0,0
0,5,0,41.890040085,-87.686673794,0,0
4,1,0,41.653602942,-87.60206883,0,0
1,1,1,41.85622487,-87.732553605,0,0
0,46,0,41.821103554000004,-87.61847671,0,0
2,1,0,41.777664004,-87.72517766200001,0,0
0,0,0,41.750500826,-87.636719175,0,0
2,12,0,41.711073667,-87.568177474,0,0
0,0,0,41.77273757,-87.63712016299999,0,0
0,14,0,41.954881682,-87.66906693600002,1,0
7,23,0,41.866341526999996,-87.71115430100002,1,1
0,1,0,41.810259552,-87.74444979,0,0
0,1,0,41.716892906,-87.53528267899998,0,0
3,13,0,41.851988885,-87.689219118,1,0
6,0,0,41.908654139,-87.74482113299999,1,1
0,0,0,41.908319704,-87.67083199700001,0,0
4,1,0,41.754210691,-87.634388497,0,0
5,2,0,41.890723971999996,-87.682887688,0,0
0,2,0,41.872949539000004,-87.68922534299999,1,0
4,2,0,41.86524005,-87.65568885399998,0,0
0,4,0,41.694309334,-87.620794172,0,0
1,3,1,41.844904249,-87.72618917,1,0
6,5,0,41.768775233,-87.615340913,1,1
2,2,0,41.800741638000005,-87.659904363,0,0
0,12,0,41.826523149,-87.63990956200001,0,0
4,1,1,41.76331797,-87.71869338799999,0,0
0,0,0,41.921138674,-87.798316661,0,0
2,0,0,41.975559264,-87.65498766700001,0,0
1,2,0,41.89562821,-87.769072259,0,0
1,0,0,41.909894451999996,-87.780133375,0,0
13,110,0,41.793924612,-87.67358091700001,1,0
2,11,0,41.760436858,-87.666128045,0,0
0,0,0,41.924175474,-87.660853086,0,0
0,0,0,41.871834859,-87.72641536399998,0,0
0,18,0,41.921751279,-87.65275794700001,0,0
5,3,0,41.687847534,-87.63257744200001,1,0
0,0,0,41.748525162,-87.663997682,0,0
2,0,0,41.882212065,-87.74778862299999,0,0
1,1,1,41.675756968,-87.623791761,1,0
0,13,0,41.892753031,-87.62419389600002,0,1
0,1,0,41.787310076,-87.708281589,0,0
0,0,0,41.830449141,-87.649344862,0,0
1,0,0,41.756690934,-87.566327444,0,0
0,13,0,41.86821162,-87.63229630299999,0,1
0,10,0,41.701840382,-87.676635999,0,0
3,16,0,41.772998982,-87.576478539,0,0
1,3,1,41.882806480999996,-87.755157078,1,0
2,4,0,41.876859105,-87.633255638,0,0
0,29,0,41.984573139,-87.752946225,0,0
2,23,0,41.678237739000004,-87.68073427,0,0
14,41,0,41.838092148,-87.712176626,1,1
6,16,0,41.707095328,-87.628834415,1,1
4,4,1,41.969277601,-87.71216873700001,0,0
0,10,0,41.762174354,-87.68439652200001,0,0
0,15,0,41.932012618,-87.64094011600002,0,0
0,0,0,41.886607197,-87.661368415,0,0
1,2,1,41.879491742,-87.746025164,1,0
1,2,1,41.904142261,-87.675959266,0,0
0,1,0,41.651094257,-87.54473435700001,0,0
4,1,1,41.930793286,-87.718389184,0,0
0,5,0,41.88680361,-87.644954074,0,0
8,9,0,41.963324499,-87.763301984,0,1
0,0,0,41.786117615,-87.71155655700001,0,0
1,2,1,41.960046783,-87.646762046,0,0
0,1,0,41.874751986,-87.76281559799999,0,0
1,2,1,41.870831024,-87.71622158299999,0,0
0,10,0,41.812783643,-87.727439014,0,0
0,13,0,41.892753031,-87.62419389600002,0,1
0,0,0,41.855040293,-87.667054437,0,0
0,7,0,41.879505465,-87.626683155,0,0
0,29,0,41.767272487,-87.62882158200001,0,0
0,4,0,41.882080826999996,-87.63677169299999,0,0
5,6,0,41.754592961,-87.74152853700001,0,0
0,3,0,41.780845308,-87.65939396200001,1,0
0,6,0,41.891037284,-87.618343879,0,0
1,1,0,41.824446014,-87.70281340000003,0,0
0,2,1,41.870976358,-87.70406361200001,0,0
0,56,0,41.979006297,-87.906463155,0,0
0,2,0,41.999402982,-87.661890024,0,0
2,0,0,41.755309757,-87.640500729,0,0
3,14,0,41.721303358,-87.655873595,1,0
0,4,0,41.699915041,-87.62019766799999,1,0
0,7,0,41.897837503000005,-87.624097243,0,0
1,3,0,41.774645533000005,-87.682162834,0,0
2,0,0,41.867559916,-87.69959968200001,0,0
1,51,0,41.811460629,-87.66504491399998,0,0
4,2,0,41.749466183,-87.60441930799999,0,0
2,29,0,41.70984209,-87.567858803,0,0
0,15,0,41.888525948,-87.644322264,1,0
1,2,1,42.005301306,-87.818804815,0,0
0,0,0,41.930710076,-87.70005175600002,0,0
4,0,0,41.880458354,-87.74830037,1,0
0,0,0,41.792038575999996,-87.797363696,0,0
0,0,0,41.763225703,-87.719914855,0,0
7,2,0,41.777577536,-87.615558035,0,0
2,2,0,41.867559916,-87.69959968200001,0,0
0,10,0,41.647038308,-87.614224489,0,0
2,0,0,41.935617146999995,-87.63708252200001,0,0
3,55,1,41.691830863,-87.532388861,0,0
0,0,0,41.760108044,-87.56639671,1,0
0,6,0,41.807616165,-87.703961465,0,0
0,0,0,41.751097947,-87.55894732200001,0,0
3,2,1,41.88291222,-87.694820957,0,0
3,8,1,41.681612494,-87.628105729,0,0
9,58,0,41.92972654,-87.66830635299999,0,1
2,0,0,41.876137001,-87.728856845,0,0
5,1,0,41.834948996,-87.65106565399998,0,0
0,26,0,41.692534384,-87.609913783,0,0
0,9,0,41.92358242,-87.751213711,0,0
0,0,0,41.893179585,-87.634686145,0,0
4,1,1,41.856737691999996,-87.65884002700001,0,0
0,1,0,41.774659749,-87.636861081,0,0
2,0,0,41.792991176,-87.616713585,0,0
3,30,0,41.867428687,-87.626342565,1,0
2,2,0,41.912056164,-87.64588784899998,0,0
0,6,0,41.782181958,-87.683721846,0,0
0,6,0,41.791950089000004,-87.800760135,0,0
1,3,1,41.781901899,-87.594676891,0,0
5,4,0,41.899641572,-87.671634309,0,0
1,2,0,41.983542026,-87.72966995200001,0,0
1,1,1,41.753843424,-87.552229591,0,0
0,24,0,41.855524939,-87.69785379999998,0,0
0,12,0,41.850962503000005,-87.697091466,0,0
0,0,0,41.682504894000004,-87.657884164,0,0
1,5,0,41.69257474,-87.623870585,0,0
3,3,0,41.782961956,-87.646095253,1,0
1,1,1,41.830371036,-87.676876049,0,0
0,5,0,41.929743818,-87.684273777,0,0
0,11,0,41.953847138,-87.654526801,0,0
1,22,1,41.752748626999995,-87.74149783600002,0,0
0,3,0,41.880295087,-87.761102829,0,0
0,4,0,41.886970275,-87.664331977,0,0
0,12,0,41.854886268,-87.708996876,0,0
2,2,0,41.774377398,-87.79584269799999,0,0
1,2,1,41.793317119,-87.653637949,1,0
4,1,0,41.933571113,-87.79678313299999,0,0
0,3,0,41.76587359,-87.576294705,0,0
0,2,0,41.97007595,-87.669471715,0,0
0,0,0,41.853154036999996,-87.702858207,0,0
1,0,0,41.885728999,-87.62572585299999,0,0
0,0,1,41.873765737,-87.699296047,0,0
0,0,0,41.925228338000004,-87.66257280299999,0,0
0,4,0,41.768512099,-87.609269759,0,0
3,3,0,41.90166891,-87.73188903200001,0,0
4,5,1,41.914403235,-87.71913071899998,1,0
2,31,0,41.701811034,-87.56398454200001,0,0
0,20,0,41.88741592,-87.664988379,0,0
3,3,0,41.757699431,-87.616688526,1,0
0,13,0,41.880366516,-87.6243529,1,1
0,12,0,41.877652981,-87.748153375,0,0
2,4,0,42.020106946,-87.673088033,0,0
0,45,0,41.857002955,-87.70814669399998,0,0
2,1,0,41.852788474,-87.69727892,0,0
1,2,0,41.871934623,-87.69966662,0,0
5,2,0,41.971276933,-87.70489027,0,0
0,2,0,41.758346414,-87.561510075,0,0
2,2,0,41.801715891,-87.602873859,0,0
0,32,0,41.853653898000005,-87.724810713,0,0
2,1,0,41.684997023,-87.64865441399998,0,0
1,3,1,41.91872281,-87.76944571899998,0,0
4,5,0,41.873219626,-87.675868666,1,0
0,3,0,41.752267133000004,-87.55166966700001,0,0
0,1,1,41.706485901,-87.613745525,0,0
4,22,0,41.737709752,-87.740958098,0,0
2,2,1,42.022534793,-87.67343462299999,1,0
0,3,0,41.903478069,-87.631433102,0,0
2,4,0,42.002328691,-87.681479965,0,0
0,0,0,41.756259091,-87.62471994299999,0,0
4,5,1,41.854855548,-87.65147446600002,0,0
0,6,0,41.736148121,-87.62907024299999,1,0
2,0,0,41.891527652,-87.767822886,0,0
0,10,0,41.951166453,-87.685957066,0,0
1,0,0,41.869311043,-87.663388995,0,0
3,2,0,41.762576661,-87.649201143,0,0
0,0,0,41.802382851,-87.58498285799999,0,0
1,0,0,41.87997324,-87.65464457,0,0
1,9,1,41.884078766,-87.721584239,0,0
0,1,0,41.881441785,-87.667837814,0,0
4,0,1,41.841618601,-87.72812490700001,0,0
0,1,1,41.739524419,-87.603689014,0,0
6,3,0,41.881909393,-87.704554918,1,1
0,2,0,41.765232135,-87.64261163399998,0,0
12,3,0,41.899285481,-87.69600960700001,1,1
1,8,0,41.752577245,-87.58211308799999,0,0
3,3,1,41.760063089,-87.57616874600002,0,0
2,2,0,41.953636355,-87.65091155100002,0,0
6,3,0,41.798591503000004,-87.66957222299999,1,1
3,1,1,41.893132123,-87.74900377200001,0,0
3,1,1,41.815117281999996,-87.669999562,0,0
0,14,0,41.865500587,-87.65380275,0,0
0,0,0,41.758331911999996,-87.65394127100002,0,0
1,25,0,41.724239023,-87.639647752,0,0
0,3,0,41.853587424000004,-87.70582711799999,0,0
7,1,1,41.837786139,-87.72680690700001,0,0
3,1,1,41.741583561999995,-87.602537135,0,0
1,2,0,41.799580127,-87.61934678200001,0,0
7,32,0,42.018498254,-87.672983233,0,1
0,10,0,41.762227989,-87.68807234,0,0
1,1,1,41.982049247,-87.819315719,0,0
4,2,1,41.991095315,-87.70184822700001,0,0
0,5,0,41.707756212,-87.580708771,0,0
3,3,1,41.74550897,-87.70227447399998,1,0
0,6,0,41.808424592,-87.685492528,0,0
0,2,1,41.820982288,-87.601400234,0,0
1,2,1,41.765072771,-87.58474946700001,0,0
1,3,1,41.787014838000005,-87.619031541,0,0
9,5,1,41.736408151999996,-87.589336206,0,0
3,58,0,41.840505827,-87.660316974,0,0
1,2,1,41.851505828,-87.72753620200001,0,0
2,2,0,41.799266223000004,-87.61609355600002,0,0
0,7,0,42.005849323,-87.66099439799999,0,0
6,3,0,41.881893071,-87.73858166,1,1
17,14,0,41.949099305,-87.650765114,1,1
0,1,0,41.901352716,-87.678114725,0,0
6,0,0,41.771763031999996,-87.69717088,1,1
1,3,0,41.788088996,-87.661994888,0,0
0,17,0,41.884333364,-87.619266937,0,0
0,4,0,41.851929623000004,-87.693345333,0,0
1,2,1,41.807452616,-87.62363888899998,0,0
0,1,0,41.700920344000004,-87.617249738,0,0
1,1,1,41.934097375,-87.759754809,1,0
2,1,0,41.711053916,-87.607867627,0,0
3,3,0,41.892422265,-87.712565035,1,0
3,4,0,41.778661058000004,-87.68227253,0,0
2,0,0,41.876265763,-87.65186380200001,0,0
0,0,0,41.89489633,-87.683084095,0,0
1,2,1,41.792486784,-87.61592344700001,0,0
5,1,0,41.954881682,-87.66906693600002,0,0
1,2,1,41.830109680999996,-87.610058377,0,0
3,27,0,41.875078125,-87.62922140799999,0,0
0,1,0,41.765707495,-87.67448589899998,0,0
1,1,1,41.860230608,-87.71890052799999,0,0
1,0,1,41.748658765,-87.603893413,1,0
1,8,1,41.926081123,-87.74772204899998,0,0
7,1,1,41.879468992,-87.748019301,1,0
1,8,0,41.933571113,-87.79678313299999,0,0
0,0,0,41.872946254,-87.68961824600002,0,0
8,0,0,41.808883951,-87.618139407,1,1
0,10,0,41.951515531999995,-87.67256853299999,0,0
7,5,0,41.778966393000005,-87.615597542,1,1
2,0,0,41.899181842,-87.707603214,0,0
0,4,0,41.865571921,-87.76603248299999,0,0
1,1,0,41.915335174,-87.727186465,0,0
0,23,0,41.765755571,-87.57629242700001,1,0
6,5,0,41.866233191999996,-87.720608951,1,1
0,4,0,41.869080414,-87.72604490100002,0,0
1,1,0,41.756454861,-87.717230556,0,0
0,0,0,41.773109884,-87.58629471100002,0,0
1,2,1,41.897466157,-87.766701627,0,0
0,6,0,41.881363784,-87.64117872899998,0,0
2,0,0,41.711288026999995,-87.67692807,0,0
7,35,0,41.844023772,-87.62692325299999,1,1
2,0,0,41.899951772,-87.637301129,0,0
3,8,0,41.949472565,-87.809571225,0,0
0,12,0,41.791341061,-87.683970411,0,0
1,2,1,41.778769405,-87.66908007299999,0,0
1,0,0,41.691873832,-87.611792139,0,0
1,55,0,42.001550738,-87.659387754,1,0
2,2,0,41.940359171,-87.729676786,0,0
2,1,0,41.91575244,-87.688424045,0,0
3,3,0,41.882835528,-87.70229474899998,0,0
6,9,0,41.737255154,-87.63644831100002,1,1
0,2,0,41.744457863,-87.662075836,0,0
5,6,0,41.88292379999999,-87.627861004,0,0
0,1,0,41.799175561,-87.78323579299999,0,0
0,0,0,41.961753454000004,-87.726625385,0,0
4,2,0,41.902821551,-87.775389625,0,0
3,14,0,41.873709176,-87.74916970299999,0,0
6,0,0,41.789380499,-87.67174638899998,1,1
0,7,0,41.882092063,-87.625593389,0,0
2,2,0,41.752297835,-87.621413894,0,0
1,2,1,41.7353413,-87.60963878700001,0,0
9,2,0,41.739134999,-87.642810754,0,0
0,0,0,41.863851978,-87.70802858,0,0
1,2,1,41.755957586,-87.60286886600002,1,0
2,0,0,41.845722241,-87.71848884799999,0,0
1,8,0,41.960588551,-87.75835545,0,0
6,9,0,41.949754285,-87.80101464399998,1,1
14,41,0,41.946048865,-87.655587315,1,1
2,77,0,41.95219079,-87.770444861,0,0
0,0,0,41.909868300999996,-87.64806416799999,0,0
0,2,0,41.758361553,-87.574909617,0,0
4,1,1,41.980962814,-87.845154294,0,0
0,0,0,41.896664035,-87.62917534399998,0,0
0,0,0,41.884932988,-87.664621314,0,0
3,2,1,41.850486567,-87.714963686,0,0
0,0,0,41.809095404000004,-87.71102629399998,1,0
0,0,0,41.71230767,-87.623624336,0,0
0,1,0,41.9484054,-87.78495799299999,0,0
0,1,1,41.784460588,-87.655839808,1,0
14,41,0,41.875757045,-87.725500686,1,1
0,0,0,41.921071985,-87.74378842899998,0,0
1,1,1,41.845744824,-87.716047996,1,0
0,5,0,41.763027016,-87.586243072,0,0
0,4,0,41.938656649,-87.759978587,0,0
3,3,0,41.87279586,-87.704075138,0,0
1,1,1,41.83140678,-87.681415406,0,0
1,18,0,41.947539782,-87.668871141,0,0
1,2,1,41.881128394,-87.76979106200001,0,0
0,0,0,41.961818027,-87.709487285,0,0
7,20,0,42.018605334,-87.672993165,1,1
3,3,0,41.802896505999996,-87.606425428,0,0
3,17,0,41.836808691,-87.73088574399998,0,0
0,0,0,41.761152912,-87.633345526,0,0
2,61,0,41.714856653000005,-87.59908575200001,0,0
5,27,0,41.968766415,-87.67845395200001,0,0
2,0,0,41.733585921,-87.65570424200001,0,0
4,12,0,41.90268109,-87.725550284,1,0
3,5,0,41.810693516,-87.68392905399998,0,0
0,0,0,41.98326565,-87.71131190000001,0,0
0,1,0,41.962081333,-87.676018515,0,0
1,58,0,41.775637186,-87.644677678,0,0
7,16,0,41.895420644,-87.720539406,1,1
0,0,1,41.687280968,-87.64830436,0,0
0,2,0,41.968864204,-87.732985642,0,0
1,49,0,42.00695915,-87.673492597,1,0
2,25,0,41.772947511,-87.63689426799999,0,0
14,41,0,41.722447123,-87.57703544200001,1,1
2,0,0,41.692149491,-87.607194033,0,0
2,1,0,41.972899619,-87.700053221,0,0
1,0,0,41.875136518000005,-87.735897791,0,0
0,4,0,41.722133485,-87.59934358,0,0
0,28,0,41.921297039,-87.743793706,0,0
0,3,0,41.879355888,-87.636334937,0,0
0,1,0,41.682594406,-87.667580787,0,0
0,60,0,41.775815434,-87.615515359,0,0
3,3,0,41.682170041,-87.657876684,1,0
5,1,0,41.782884061,-87.764360357,0,0
3,7,0,41.797201502,-87.723272993,1,0
0,14,0,41.692041778000004,-87.665923635,0,0
2,2,0,41.854859956,-87.710215788,0,0
1,11,1,41.782802478,-87.64972315600002,0,0
0,0,0,41.898324943,-87.717628227,0,0
0,2,0,41.892364315,-87.63600254299999,0,0
1,60,0,41.859492718,-87.656472706,0,0
0,13,0,41.754592961,-87.74152853700001,0,1
0,0,0,41.958136501999995,-87.681548173,0,0
0,7,0,41.896702263,-87.626464221,0,0
3,11,1,41.903430678,-87.72510971,0,0
0,11,0,41.949917594,-87.68106579,0,0
0,4,0,41.935156969,-87.64679385,0,0
1,2,1,41.884239533,-87.668073189,0,0
0,3,0,41.85262889,-87.694237639,0,0
4,0,1,41.788357874,-87.62230212600002,0,0
2,1,0,41.722365029,-87.536068469,0,0
5,47,0,41.884163773000004,-87.68651638600002,0,0
0,1,0,41.753484047,-87.66351371100002,0,0
3,15,0,41.876860431,-87.725537965,0,0
1,1,1,41.751757909,-87.723648508,1,0
4,1,0,41.88285803,-87.76659936200001,0,0
0,0,0,41.802685798,-87.66480968100002,0,0
1,13,0,41.754592961,-87.74152853700001,1,0
0,10,0,41.810967139,-87.690616979,0,0
1,3,0,41.876603524000004,-87.73778617,0,0
0,0,0,41.891412018000004,-87.66838073299999,0,0
0,3,0,41.996454513,-87.700813015,0,0
0,0,0,41.757630995,-87.58570824899998,0,0
