Primary.Type.Num,Location.Description.Num,Domestic,Latitude,Longitude,Target,Prediction
4,2,0,41.756024579,-87.649420997,0,0
11,0,0,41.750955356,-87.55288027700001,1,1
2,1,0,41.721058559,-87.61775147600002,0,0
2,2,0,41.76951105,-87.68948399899998,0,0
1,1,1,41.834155130999996,-87.623318288,0,0
1,1,1,41.879693210999996,-87.73140479700001,0,0
8,0,0,41.841789171,-87.638493325,1,1
0,1,0,41.838962001999995,-87.648909261,0,0
2,12,0,41.766437745,-87.646876456,0,0
0,4,0,41.786931559,-87.620645842,0,0
0,24,0,41.895003278000004,-87.62152816,0,0
4,0,1,41.866604199,-87.686671389,0,0
5,1,0,41.765100007,-87.715806271,0,0
6,0,0,41.86633932,-87.711253448,1,1
0,0,0,41.842803741,-87.694606999,0,0
0,0,0,41.890060933,-87.707273553,0,0
0,8,0,41.780704564000004,-87.770381556,0,0
6,3,0,41.892752552,-87.719896457,1,1
8,3,0,41.908613065,-87.753469472,1,1
4,1,1,41.761994320999996,-87.582325806,0,0
2,0,0,41.883890683000004,-87.71109424,0,0
1,0,1,41.769378793,-87.663942241,0,0
3,5,0,41.866233446,-87.720656676,0,0
0,3,0,41.778477588,-87.66419225799999,0,0
1,0,0,41.689175179,-87.60771442299999,0,0
3,1,1,41.736279679,-87.5611295,0,0
6,0,0,41.881115109,-87.766533976,1,1
0,8,0,41.745175646,-87.70104650200001,0,0
0,7,0,41.890384235999996,-87.62410991700001,1,0
1,2,1,41.772532391999995,-87.57646936,0,0
0,0,0,41.795188607,-87.58728523100002,0,0
0,13,0,41.953436358000005,-87.746273229,0,1
12,3,0,41.908608043,-87.726474952,1,1
2,0,0,41.903335416,-87.668326825,0,0
2,0,0,41.956026419000004,-87.75810602,0,0
3,16,0,41.793924612,-87.67358091700001,0,0
0,13,0,41.695908161,-87.595822806,1,1
5,20,0,41.691928694,-87.663468026,0,0
3,3,0,41.878194836999995,-87.76478988299999,0,0
0,4,0,41.928429696,-87.701558955,0,0
1,3,0,41.966108362,-87.68882833100002,0,0
0,1,1,41.76811085,-87.65783371100002,0,0
3,1,1,41.885360495,-87.73674268200001,0,0
0,6,0,41.903354551999996,-87.66689399100002,0,0
0,0,0,41.722938271,-87.649270121,0,0
2,0,0,41.798088817,-87.714719516,0,0
1,12,0,41.783582287,-87.60599831,1,0
0,0,0,41.80207296,-87.680887615,0,0
4,0,0,41.850005613,-87.701222775,0,0
0,2,0,41.909737977,-87.737346027,0,0
0,0,0,41.805858503,-87.673407144,0,0
0,19,0,41.94933263,-87.64847244,0,0
0,0,0,41.930906221,-87.70128461799999,0,0
0,72,0,41.976290414,-87.905227221,0,0
0,2,0,41.912602833,-87.68514919299999,0,0
0,0,0,41.793440971,-87.58230353,0,0
0,19,0,41.889760548000005,-87.627998797,0,0
10,17,0,41.799855875,-87.607732415,1,1
1,5,0,41.72187776,-87.61489618700001,1,0
0,4,0,41.767093632,-87.582808849,0,0
0,4,0,41.897895128,-87.624096605,0,0
0,20,0,41.76190121,-87.68316771799999,0,0
2,0,0,41.854483145,-87.646545104,0,0
3,2,0,41.729321768,-87.63021088299999,0,0
1,2,1,41.800672564,-87.67449460700001,0,0
0,2,0,41.766417872,-87.654152881,0,0
0,11,0,41.97428362,-87.846496109,0,0
3,8,1,42.010725553,-87.67230195799999,0,0
0,15,0,41.910239494,-87.694846269,1,0
1,8,1,41.904705878,-87.77181359,0,0
2,7,0,41.873295038,-87.715650798,0,0
4,2,1,41.976778681,-87.663569369,0,0
4,1,1,41.892225567,-87.719879463,0,0
0,0,0,41.884790858,-87.68190859299999,0,0
0,1,0,41.876265763,-87.65186380200001,0,0
3,17,0,41.907556016,-87.677386363,0,0
1,3,1,41.93017375,-87.76985570000002,0,0
0,36,0,41.911151209,-87.63598179,0,0
6,3,0,41.879488206,-87.74640709100002,1,1
2,10,0,41.803846866,-87.67578614,0,0
2,0,0,41.875409354,-87.714352644,0,0
0,0,0,41.885254182,-87.721749301,0,0
0,4,0,41.904826539,-87.632953857,0,0
0,0,0,41.773875029,-87.63327320299999,0,0
4,2,0,41.783154032,-87.599502361,0,0
5,1,0,41.883156925,-87.76822353700001,0,0
1,3,1,41.890864558000004,-87.705183279,0,0
0,0,0,41.862489194,-87.65503508,1,0
1,1,1,41.919278104,-87.74986393100002,0,0
0,15,0,41.707062135,-87.631482564,0,0
6,0,0,41.786103029,-87.66923171399998,1,1
0,0,0,41.820365829,-87.60804754700001,0,0
1,1,1,41.808565212,-87.634571917,0,0
6,12,0,41.858542789,-87.71275698,1,1
2,40,0,41.972995453,-87.717159655,0,0
1,3,0,41.758396927,-87.560043416,0,0
0,13,0,41.883500186999996,-87.627876698,1,1
1,3,1,41.851921775,-87.693906994,1,0
4,1,0,41.762299315,-87.667387963,0,0
0,0,0,41.922367136999995,-87.696489142,0,0
2,0,0,41.709589168,-87.64776725899998,0,0
0,3,0,41.879235852,-87.624347038,0,0
0,0,0,41.856435596,-87.719983015,0,0
0,1,0,41.729799548,-87.65073601,0,0
2,11,0,41.827251366999995,-87.682763755,0,0
0,10,0,41.951116726,-87.655004264,0,0
0,5,0,41.883208368000005,-87.634456935,0,0
0,13,0,41.90971226,-87.73926766,1,1
1,2,1,41.743153385999996,-87.657703285,0,0
3,0,0,41.909890901,-87.66164227899998,0,0
6,42,0,41.879221655,-87.699359622,1,1
0,65,0,41.808929094,-87.616576329,0,0
1,3,0,41.780352232,-87.66424243,0,0
5,1,0,41.80633529999999,-87.660043852,0,0
3,4,0,41.759162013,-87.68310007299999,0,0
3,0,0,41.757916345,-87.590777448,0,0
0,3,0,41.793443164,-87.58221916,0,0
1,3,0,41.761582999,-87.70639810799999,0,0
1,1,0,41.805035138,-87.727174586,0,0
0,0,0,41.926523588,-87.63405052200001,0,0
0,0,0,41.929598861,-87.714685299,0,0
5,4,0,41.980826277,-87.883611316,0,0
0,3,0,41.868888041999995,-87.73015875,0,0
1,3,0,42.006919040999996,-87.690116435,0,0
2,0,0,41.88654088,-87.665052586,0,0
2,3,0,41.997501541999995,-87.670437548,0,0
0,21,0,41.854010712,-87.724822014,0,0
6,3,0,41.914495392,-87.72769775799999,1,1
0,1,0,41.77925482,-87.762995564,1,0
1,1,1,41.668928251,-87.62144379200001,0,0
2,1,0,41.90203339,-87.69272402,0,0
5,1,0,41.937903594,-87.747790316,0,0
2,58,0,41.896016993,-87.72121321200001,0,0
7,8,0,41.778567196,-87.78984997399998,1,1
5,0,0,41.884653752,-87.626251847,0,0
1,0,0,41.866993033,-87.656984681,0,0
0,40,0,41.894830268,-87.76697101399998,0,0
0,1,0,41.729359858,-87.641003107,0,0
0,5,0,41.886029697,-87.728275166,0,0
0,0,0,41.707205201,-87.620838567,0,0
0,11,0,41.956636548,-87.711434888,0,0
0,23,0,41.984109030999996,-87.660855375,0,0
1,14,0,41.87851302,-87.76642477799999,0,0
2,2,0,41.845547114,-87.701391449,0,0
0,39,0,41.888092864,-87.755348129,0,0
0,2,0,41.752203875999996,-87.600360737,0,0
0,10,0,41.973821733,-87.839229245,0,0
0,4,0,41.900005749,-87.718901386,0,0
2,0,0,41.905850072,-87.670387314,0,0
0,13,0,41.685068588,-87.643184156,1,1
0,5,0,41.982789366999995,-87.69454123,0,0
1,1,1,41.769417774000004,-87.569856281,0,0
1,4,0,41.939866582,-87.657056833,1,0
1,2,0,41.764388024,-87.640065846,0,0
4,1,0,41.758569618,-87.555947378,0,0
1,3,0,41.903561568,-87.72754763100002,0,0
7,15,0,41.751457646,-87.552892516,1,1
2,0,0,41.805756349,-87.66854096600002,0,0
2,2,0,41.87418827,-87.73878528,1,0
6,11,0,41.875457766,-87.710111215,1,1
0,6,0,41.898353838,-87.69923654,0,0
1,28,0,41.776675328,-87.671426043,0,0
5,13,0,41.742710224,-87.63408818100002,0,0
0,8,0,41.86763922,-87.70204036700001,0,0
0,7,0,41.945315412,-87.65499592399998,0,0
1,11,1,41.86286462,-87.714213003,0,0
2,0,0,41.876440485,-87.725523585,0,0
0,6,0,41.851381376999996,-87.68562083200001,0,0
0,13,0,41.910835515,-87.653351515,0,1
5,2,0,41.75507094,-87.66598938,0,0
0,12,0,41.929231124,-87.64478107299999,0,0
2,1,0,41.899926832,-87.70935541799999,0,0
12,0,0,41.677991805,-87.62572562,1,1
4,5,0,41.844540705,-87.703023518,0,0
0,0,0,41.93991842,-87.653288878,0,0
2,0,0,41.839315182,-87.645096291,0,0
0,0,0,41.973339198000005,-87.675259219,0,0
0,1,0,41.761292673,-87.56093597,0,0
2,2,1,41.735140931,-87.650895621,0,0
2,4,0,41.767508679,-87.683320046,0,0
7,2,0,41.789938376,-87.653548966,1,0
0,2,0,41.782085258,-87.61493579200001,0,0
0,0,0,41.963595654,-87.739910883,0,0
3,1,1,41.774990905,-87.66536132200001,0,0
2,7,0,41.935360349,-87.662632031,0,0
0,13,0,41.80169033,-87.703792065,1,1
0,2,1,41.855793721,-87.713899451,0,0
0,18,0,41.922969177,-87.645300374,0,0
1,3,0,41.767672116,-87.68699506600002,0,0
7,5,0,41.779310448000004,-87.67439434100002,1,1
4,80,0,41.974861952,-87.89037215100002,0,0
3,8,0,41.918994082,-87.784081854,0,0
0,3,0,41.687223341,-87.648304971,0,0
0,49,0,41.853856172,-87.631803395,0,0
0,0,0,41.789114006,-87.59640554399998,0,0
1,1,1,41.702701966999996,-87.6111987,0,0
4,79,1,41.807827016,-87.667375155,0,0
5,6,0,41.89530833,-87.62426112600002,0,0
3,32,0,41.878638996,-87.627691486,1,0
1,1,1,41.703762876,-87.562031385,0,0
1,26,0,41.966108362,-87.68882833100002,0,0
1,2,1,41.819446426999995,-87.619867204,0,0
0,13,0,41.892753031,-87.62419389600002,1,1
1,3,0,41.779235033,-87.68525845100002,0,0
0,6,0,41.920472825,-87.69338473200001,0,0
5,6,0,41.777828827,-87.773248057,0,0
0,8,0,41.725737991,-87.678565029,1,0
1,16,0,41.954537863,-87.65114825,0,0
1,0,0,41.813207047,-87.685833174,0,0
6,0,0,41.858954003,-87.71675426799999,1,1
0,18,0,41.890824988,-87.63018336200001,0,0
3,16,0,41.712359904,-87.62009309,0,0
1,2,1,41.780772154,-87.767939126,1,0
3,15,0,41.880234943000005,-87.765572318,0,0
0,15,0,41.888525948,-87.644322264,1,0
4,2,1,41.761396234,-87.557976827,1,0
0,0,0,41.871442365,-87.725365328,0,0
0,1,0,41.958052756,-87.767161572,0,0
1,2,1,41.882379669,-87.752693189,0,0
0,3,0,41.939257176,-87.78459532,1,0
5,2,0,41.840779036,-87.643917266,0,0
4,20,0,41.943947157,-87.729922299,0,0
0,24,0,41.770020864,-87.6913338,0,0
0,2,0,41.970815142,-87.71587522700001,0,0
0,3,0,41.868761025,-87.627458687,0,0
0,0,0,41.724933901,-87.63025872600002,0,0
4,2,0,41.751689457,-87.665903469,0,0
1,9,0,41.865961882,-87.704432189,0,0
0,5,0,41.874173819,-87.668104148,0,0
1,3,0,41.8954903,-87.71306790700001,0,0
0,0,0,41.750191938,-87.67605181299999,0,0
1,1,1,41.929128688,-87.72323399700001,0,0
6,14,0,41.946542477,-87.73608437600002,1,1
2,0,0,41.966663616999995,-87.703832494,0,0
0,10,0,41.837704644,-87.724371016,0,0
0,2,0,41.938037580999996,-87.759105707,0,0
0,0,0,41.901081261,-87.662939455,0,0
2,5,0,41.937919992,-87.64902458799999,0,0
2,1,1,41.901262601,-87.728722781,0,0
5,2,0,41.772710966,-87.575250165,0,0
0,0,0,41.968374092,-87.716115753,0,0
5,1,0,41.732784014,-87.57439724700001,0,0
0,0,0,41.87281907,-87.64132232899998,0,0
5,10,0,41.756259091,-87.62471994299999,0,0
1,1,1,41.904600958,-87.712520544,1,0
3,8,0,41.872292341,-87.744178145,1,0
3,1,0,41.75339853,-87.64532591,1,0
1,0,1,41.896685065999996,-87.627683859,0,0
6,0,0,41.874940626,-87.747950466,1,1
4,9,1,41.88174034,-87.75108321299999,1,0
3,0,0,41.932300831,-87.676927085,0,0
1,2,1,41.742497431,-87.55207398,0,0
0,1,0,41.932543454,-87.675686089,0,0
1,3,0,41.712534296,-87.56457453700001,0,0
2,0,0,42.007973303,-87.68144809799999,0,0
0,6,0,41.737032276,-87.577322335,0,0
5,13,0,41.86821682,-87.6304532,0,0
6,3,0,41.867097632,-87.723702988,1,1
0,0,0,41.922632741,-87.72835204299999,0,0
0,4,0,41.852743805,-87.710155576,0,0
0,0,0,41.916931349,-87.652114738,0,0
0,0,0,41.75236474,-87.602781335,0,0
1,26,0,41.77268594,-87.605758495,0,0
1,3,0,41.792871481999995,-87.669411214,0,0
2,4,0,41.94044477,-87.654124986,0,0
0,7,0,41.890013524000004,-87.631664996,0,0
3,2,0,41.722920991,-87.628698201,1,0
6,3,0,41.878462355,-87.75570664600002,1,1
0,0,0,41.926166325,-87.70266900799999,0,0
3,5,0,41.746010581,-87.643906039,0,0
6,3,0,41.896412471,-87.715123226,1,1
1,0,1,41.794735521,-87.701150056,1,0
0,2,0,41.799173071999995,-87.603914956,0,0
0,9,0,41.816795686,-87.68713968799999,0,0
1,0,1,41.892735185,-87.70400801299999,0,0
2,29,0,41.841244671,-87.645141673,0,0
0,0,0,41.996110077,-87.7301214,0,0
1,3,0,41.785810921999996,-87.70211774799999,0,0
0,7,0,41.780363609,-87.644803096,0,0
3,0,0,41.840524223,-87.629057214,0,0
4,0,0,41.726058329000004,-87.551163198,1,0
6,0,0,41.902279743,-87.753001487,1,1
5,1,0,41.720403317,-87.674773053,0,0
5,4,0,41.909181272,-87.78134085399998,0,0
1,58,0,41.735920443000005,-87.65415919899998,0,0
1,9,0,41.753383576,-87.65017834,0,0
0,1,0,41.789372478000004,-87.674170297,0,0
1,1,1,41.934512736,-87.728397817,0,0
1,22,0,41.892559086,-87.623450463,0,0
4,9,0,41.881945718000004,-87.733928492,1,0
3,8,0,41.786060755,-87.65588162899998,0,0
3,2,0,41.881861445,-87.70733156700001,0,0
2,10,0,41.970645774,-87.723205704,0,0
0,19,0,41.998368301,-87.65999524,0,0
3,1,1,41.895773785,-87.76409406799999,0,0
0,0,0,41.722639867,-87.65541265700001,0,0
4,0,0,41.88779329,-87.756349759,1,0
0,3,0,41.852679097,-87.67830707,0,0
7,1,0,41.900855582,-87.72543903100002,1,0
5,75,0,41.981295861,-87.885097567,0,0
4,0,0,41.676222935,-87.621037628,1,0
0,0,0,41.734070334,-87.62410657,0,0
1,2,0,42.016804165,-87.690708662,0,0
4,0,0,41.81583341,-87.621385676,1,0
2,0,0,41.918686484,-87.75171014899998,0,0
2,10,0,41.921941538,-87.738926417,0,0
4,49,0,41.885751693,-87.62718355,0,0
3,0,1,41.900357815,-87.76156288700001,0,0
0,31,0,41.908913592,-87.646733464,0,0
0,6,0,41.721633491999995,-87.63042291100003,0,0
1,2,1,41.814665835,-87.68708773,0,0
0,2,0,41.907776508000005,-87.66517647799999,0,0
1,32,0,41.887123664,-87.754163303,1,0
1,1,1,41.774115208000005,-87.61308174,0,0
0,1,0,41.806905753,-87.60164851399998,1,0
1,4,0,41.910676878000004,-87.69701315299999,0,0
1,1,1,41.752941866,-87.565041749,0,0
1,3,1,41.858704604,-87.62721689,0,0
3,3,0,41.997199344,-87.66047477299999,0,0
2,2,0,41.872630553,-87.71864960399998,0,0
4,16,0,41.880402139,-87.752905714,0,0
0,36,0,41.992508755,-87.66034393,0,0
1,40,0,41.878056836,-87.701122668,0,0
2,0,0,41.734566806,-87.58807879700001,0,0
0,13,0,41.883500186999996,-87.627876698,1,1
3,2,0,41.767351647,-87.582816839,0,0
1,3,0,41.834638848000004,-87.65105794,0,0
0,6,0,41.872361865,-87.666555143,0,0
1,8,0,41.783135244,-87.73388536899998,0,0
2,0,0,41.982726804,-87.80834249600002,0,0
0,0,0,41.914055338000004,-87.633396724,0,0
0,5,0,41.829580097,-87.68014238100002,0,0
0,2,0,41.883250597,-87.76496172899998,0,0
3,0,0,41.843846619000004,-87.711115384,1,0
7,0,0,41.904044633000005,-87.75743040200001,0,1
0,0,0,41.792367854,-87.617534618,0,0
0,1,0,41.75505326,-87.66719899799999,0,0
8,4,0,41.796825435,-87.662230111,1,1
0,63,0,41.95820288,-87.727747331,0,0
1,3,0,41.889750676999995,-87.750518341,0,0
7,7,0,41.750472394,-87.634297122,1,1
2,1,0,41.744130256,-87.64749521200001,0,0
0,70,0,41.967772693,-87.768263226,0,0
6,0,0,41.752213509,-87.610108958,1,1
1,1,1,41.724146708,-87.65544810200001,0,0
2,0,1,41.767158134,-87.576327256,0,0
7,6,0,41.779798546,-87.64164873899998,1,1
0,11,0,41.919922156,-87.683774396,0,0
0,0,0,41.766082193,-87.68196351799999,0,0
4,1,1,41.952681747,-87.762058665,1,0
0,0,0,41.898279962,-87.716405505,0,0
3,31,0,41.844000177,-87.628442902,0,0
1,2,0,41.86982616,-87.723842281,0,0
1,1,1,41.806854202,-87.74558135,0,0
2,2,0,41.863685809,-87.71944749,0,0
5,37,0,41.950736661,-87.70793005600002,0,0
4,2,1,41.8009782,-87.65626365799999,0,0
6,3,0,41.863995851999995,-87.709253349,1,1
1,8,0,41.935954064,-87.72955661600002,1,0
2,60,0,41.966653193,-87.654795347,0,0
5,37,0,41.887222817,-87.62454518700001,0,0
2,0,0,41.768705488,-87.653498246,0,0
0,24,0,41.855524939,-87.69785379999998,0,0
9,2,0,41.755612548,-87.646596004,0,0
0,0,0,41.907331304,-87.682263599,0,0
0,0,0,41.86132055,-87.704286779,0,0
2,1,0,41.802731528,-87.659953212,0,0
1,2,1,41.745023477,-87.60015659,0,0
1,1,1,41.76975091,-87.665166412,0,0
4,1,0,41.701085322,-87.622162154,0,0
0,1,0,41.862866691,-87.714088165,0,0
1,2,1,41.771650699,-87.649434662,0,0
0,12,0,41.780645765,-87.67515061600002,0,0
4,6,0,41.953657244,-87.72699628,0,0
0,3,0,41.883175772,-87.641765096,0,0
2,1,0,41.704276153,-87.619816231,0,0
1,8,1,41.874030718,-87.748182746,0,0
1,2,1,41.961028693,-87.721400261,0,0
1,1,1,41.763153918,-87.659579126,0,0
6,3,0,41.880656740999996,-87.731461853,1,1
0,0,0,41.706299278,-87.639174114,1,0
5,4,0,41.817262858,-87.69907229200001,0,0
4,1,0,41.711049954,-87.60810939299999,0,0
0,12,0,41.877080518,-87.72616010600002,0,0
0,10,0,41.881224278000005,-87.68255807,0,0
6,0,0,41.88001862,-87.74281093100002,1,1
1,16,0,41.743503863,-87.60501807,0,0
1,2,1,41.752499304000004,-87.64090842799999,0,0
0,17,0,41.743220259,-87.636731919,0,0
1,1,1,41.832008871,-87.64126305100002,0,0
1,5,0,41.792040893,-87.79727199999998,0,0
4,2,0,41.955381995,-87.77318512299999,0,0
1,1,1,41.717986036999996,-87.59707586100002,0,0
1,1,1,41.894113233,-87.767924957,0,0
0,2,0,41.865522673,-87.72271569600002,0,0
0,16,0,41.746259974000004,-87.663332294,0,0
0,15,0,41.866810739,-87.625817031,1,0
0,0,0,41.898302274,-87.632753341,0,0
0,0,0,41.917519093,-87.69370818200001,0,0
1,5,0,41.975753134,-87.707979566,1,0
2,1,0,41.963086514000004,-87.782000939,0,0
1,5,1,41.743009401,-87.634095927,0,0
4,0,0,41.871336669,-87.625925,0,0
0,0,0,41.990913221,-87.66061455100002,0,0
1,16,0,41.75702248,-87.558073456,0,0
0,0,0,41.983026069,-87.71217120600002,0,0
0,4,0,41.894563504000004,-87.622745105,0,0
5,14,0,41.813012973,-87.699253615,0,0
5,2,0,41.863685809,-87.71944749,0,0
3,20,0,41.866439017,-87.70236423600002,0,0
2,1,0,41.76574926,-87.582439635,0,0
3,0,0,41.796162054,-87.643361473,0,0
0,0,0,41.908810228,-87.64094476700001,0,0
0,11,0,41.826587896,-87.646575488,0,0
0,6,0,41.895140898,-87.624255632,0,0
0,0,0,41.892329236,-87.67324868700001,0,0
4,35,0,41.657403402,-87.610237545,0,0
0,13,0,41.896010965,-87.624279065,0,1
0,35,0,41.777967289,-87.61556835299999,0,0
1,3,1,41.866689176,-87.722752323,0,0
2,20,0,41.886816493000005,-87.634366196,0,0
0,37,0,41.777690785,-87.780442441,0,0
7,18,0,41.872805058000004,-87.62596021200001,1,1
2,0,0,41.759750463,-87.610284566,0,0
4,24,0,41.874174223000004,-87.66817390700001,0,0
2,1,0,41.669631605999996,-87.64043562200001,0,0
2,20,0,41.880450435,-87.62773031,0,0
0,0,0,41.805978501999995,-87.684354461,0,0
3,6,0,41.933582379,-87.64551708200001,0,0
0,20,0,41.958540093,-87.67389307299999,0,0
0,0,0,41.992717041999995,-87.690951017,0,0
1,1,1,41.899868354,-87.76081424200001,0,0
5,1,0,42.002627796999995,-87.66808488299999,0,0
4,0,0,41.924550792,-87.72107282799999,1,0
0,4,0,41.795023389,-87.726542819,0,0
1,22,0,41.896943556,-87.62420630700001,0,0
3,4,0,41.968470576,-87.70657257799999,0,0
1,3,0,41.840600731,-87.660121479,0,0
4,0,0,41.711739286,-87.622242506,0,0
2,21,0,41.716517431999996,-87.622731926,0,0
6,8,0,41.872118080999996,-87.71316541600002,1,1
10,5,0,41.682285510999996,-87.66259793399998,1,1
0,0,0,41.762629536999995,-87.565497989,0,0
0,18,0,41.943122315,-87.64936593799999,0,0
0,2,0,41.745394001,-87.600163368,0,0
7,11,0,41.858328523000004,-87.722442751,0,1
0,23,0,41.747851897,-87.66337071,1,0
1,0,0,41.720310015,-87.538910692,1,0
7,7,0,41.909943862,-87.67745008799999,1,1
0,2,0,41.839804007,-87.62796417700001,0,0
0,39,0,41.920961100999996,-87.697300475,0,0
0,43,0,41.979006297,-87.906463155,0,0
1,2,0,41.822762893000004,-87.695694068,0,0
0,10,0,41.90453686,-87.634503562,0,0
1,2,1,41.677513514,-87.61542276200001,0,0
1,31,1,41.916505262,-87.70391782799999,0,0
0,52,0,41.952443834,-87.77675475299999,0,0
5,2,0,41.798780109,-87.664710913,0,0
0,39,1,41.692002421,-87.633923668,0,0
5,49,0,41.903769788000005,-87.63969883,0,0
5,13,0,41.930946496,-87.788962647,0,0
2,1,1,41.749374255,-87.581633721,0,0
4,1,0,41.904041981,-87.757448794,0,0
5,37,0,41.911609558,-87.67936550600002,0,0
1,10,0,41.741854212,-87.552726675,0,0
4,1,1,41.658217692,-87.59757405399998,0,0
0,0,0,41.806951386,-87.626021224,0,0
2,14,0,41.873709176,-87.74916970299999,0,0
6,0,0,41.882376347,-87.742892045,1,1
0,8,0,41.748509119,-87.62293258,0,0
1,9,0,41.788502101,-87.71812653399998,1,0
0,1,0,41.995637339,-87.742644585,0,0
1,2,1,41.882231214,-87.765815373,0,0
1,2,1,41.858335083,-87.64089484200001,0,0
0,0,0,41.92649599,-87.711286733,0,0
0,2,0,41.77122378,-87.687091385,0,0
3,3,1,41.880779213000004,-87.72140272799999,0,0
8,9,0,41.909986063000005,-87.775246415,0,1
6,9,0,41.878858346,-87.726594936,1,1
6,0,0,41.710029878,-87.62718726,1,1
3,1,1,41.743711725,-87.566115507,0,0
0,0,0,41.935251018,-87.709944726,0,0
0,13,0,41.883500186999996,-87.627876698,1,1
6,3,0,41.905838357,-87.75887269,1,1
1,0,0,41.891773521,-87.622004751,0,0
3,2,1,41.841722223000005,-87.71716194,0,0
0,4,0,41.882782622,-87.707168341,1,0
0,13,0,42.001136868,-87.66134569200001,0,1
4,2,1,41.758556862,-87.558120961,1,0
6,3,0,41.928145649,-87.75875712,1,1
0,2,0,41.860171476,-87.714022396,0,0
8,12,0,41.872628083,-87.698521554,1,1
7,17,0,41.793612114,-87.615951236,1,1
3,3,0,41.978169597,-87.79025240000001,0,0
2,1,0,41.86823373,-87.704861506,0,0
0,5,0,41.770020864,-87.6913338,0,0
5,4,0,41.907173115,-87.67569306,0,0
4,1,1,41.748972212,-87.60269154,0,0
6,31,0,41.700611812,-87.56399151299999,1,1
0,0,0,41.831867875,-87.621780433,0,0
3,17,0,41.96498423,-87.758246066,1,0
2,10,0,41.987315206,-87.712670214,0,0
3,3,0,41.731228558000005,-87.568275381,0,0
0,2,0,41.857653953,-87.67678064100002,0,0
0,4,0,41.841825184,-87.62329221799999,0,0
2,5,0,41.910771817,-87.728805723,0,0
2,2,1,41.77894513,-87.770312619,1,0
0,0,0,41.830782452,-87.685050651,0,0
7,11,0,41.788374949,-87.65229675399998,1,1
0,1,0,41.93593952,-87.739395525,0,0
2,0,0,41.949208852,-87.70054876200001,0,0
0,0,0,41.956789218000004,-87.66912065700001,0,0
0,0,0,41.902737738,-87.66747712700001,0,0
7,45,0,41.921098715,-87.694407322,1,1
0,0,0,41.893623838,-87.716564173,0,0
2,1,0,41.77881209,-87.638711631,0,0
0,4,0,41.983553381,-87.71377338200001,0,0
7,8,0,41.915121102,-87.647203352,0,1
1,17,0,41.841208037,-87.64635679,0,0
1,0,0,41.884613395,-87.706228705,0,0
1,0,0,41.879450821999995,-87.62850876600002,0,0
1,1,0,41.705159140999996,-87.70376050899998,0,0
0,9,0,41.826776566999996,-87.638703382,0,0
0,0,0,41.771920176,-87.72258879399998,0,0
10,3,0,41.762428332,-87.66739396,1,1
4,7,1,41.952908208000004,-87.787165602,0,0
1,1,1,41.682894577,-87.64493165,0,0
7,5,0,41.935925129,-87.766405424,1,1
6,0,0,41.76512058,-87.649654302,1,1
0,7,0,41.880425216,-87.75095928399998,0,0
5,7,0,41.888131743,-87.62954816700001,0,0
6,0,0,41.772169305,-87.665753524,1,1
7,2,0,41.763642864,-87.68688522299999,1,0
2,0,0,41.820087523000005,-87.611789046,0,0
4,0,0,41.688729981,-87.622990213,1,0
1,1,1,41.950963994,-87.72263247,0,0
2,0,0,41.903971855,-87.66262636,0,0
0,0,0,41.803828664,-87.672136932,0,0
3,0,0,41.939566852,-87.72462308799999,0,0
5,1,0,41.960978615,-87.648399217,0,0
4,12,0,41.752669885,-87.567463766,1,0
1,1,1,41.731299509,-87.655636683,1,0
4,1,1,41.763772107,-87.579314074,0,0
1,3,0,41.850959068,-87.71863323299999,0,0
0,1,0,41.892260249,-87.747006374,0,0
0,15,0,41.97443857,-87.81119077,1,0
5,37,0,41.84431416,-87.71997768799999,0,0
2,52,0,41.905500683,-87.724752096,0,0
6,14,0,41.845968863,-87.685473571,1,1
0,2,0,41.94329241,-87.672315279,0,0
4,1,1,41.780751230999996,-87.706270095,0,0
1,2,0,41.910145672,-87.77646840700001,0,0
6,3,0,41.879489561,-87.746135346,1,1
5,23,0,41.832329279,-87.61698314600002,0,0
1,9,0,41.782276281,-87.72449244200001,0,0
1,3,0,41.859815276999996,-87.62397792700001,0,0
0,21,0,41.947252263,-87.65350869,0,0
0,3,0,41.941808931,-87.723598315,0,0
0,1,0,41.858198611999995,-87.711530576,0,0
0,5,0,41.688742960999996,-87.601872374,0,0
2,15,0,41.736991249,-87.580268606,0,0
2,1,0,41.807841109,-87.669810535,0,0
1,3,0,41.897729336,-87.717608236,0,0
0,1,0,41.797318644,-87.64769488700001,0,0
9,42,1,41.671683017,-87.63930091700001,1,0
0,5,0,41.871556324000004,-87.624163883,0,0
6,42,0,41.869857063000005,-87.72139676299999,1,1
1,0,1,41.917279172,-87.717078645,1,0
0,8,0,41.735915827,-87.71303757700001,0,0
6,3,0,41.881180635,-87.725680633,1,1
0,0,0,41.968961975,-87.712160772,0,0
2,1,0,41.873699424,-87.704705156,0,0
0,3,0,41.737094305,-87.57299817799999,0,0
5,47,0,41.961121741,-87.71367821,0,0
4,11,1,41.99975024,-87.68506384,0,0
0,30,0,41.982270338,-87.80694126200001,0,0
0,0,0,41.915432844,-87.68527487,0,0
8,3,0,41.718767288,-87.535285129,1,1
0,2,0,41.784833655999996,-87.622212733,0,0
4,2,1,41.950223144,-87.784607886,0,0
1,9,0,41.733089944,-87.554093114,1,0
0,3,0,41.750077896,-87.65130546200001,0,0
